2270
1127
,0,ground,0,1099,16,16,
,0,ground,16,1099,16,16,
,0,ground,32,1099,16,16,
,0,ground,48,1099,16,16,
,0,ground,64,1099,16,16,
,0,ground,80,1099,16,16,
,0,ground,96,1099,16,16,
,0,ground,112,1099,16,16,
,0,ground,128,1099,16,16,
,0,ground,144,1099,16,16,
,0,ground,160,1099,16,16,
,0,ground,176,1099,16,16,
,0,ground,192,1099,16,16,
,0,ground,208,1099,16,16,
,0,ground,192,1099,16,16,
,0,ground,224,1099,16,16,
,0,ground,240,1099,16,16,
,0,ground,256,1099,16,16,
,0,ground,272,1099,16,16,
,0,ground,288,1099,16,16,
,0,ground,304,1099,16,16,
,0,ground,320,1099,16,16,
,0,ground,336,1099,16,16,
,0,ground,352,1099,16,16,
,0,ground,368,1099,16,16,
,0,ground,384,1099,16,16,
,0,ground,400,1099,16,16,
,0,ground,416,1099,16,16,
,0,ground,432,1099,16,16,
,0,ground,448,1099,16,16,
,0,ground,464,1099,16,16,
,0,ground,480,1099,16,16,
,0,ground,496,1099,16,16,
,0,ground,512,1099,16,16,
,0,ground,80,1099,16,16,
,0,ground,96,1099,16,16,
,0,ground,112,1099,16,16,
,0,ground,128,1099,16,16,
,0,ground,144,1099,16,16,
,0,ground,160,1099,16,16,
,0,ground,176,1099,16,16,
,0,ground,192,1099,16,16,
,0,ground,208,1099,16,16,
,0,ground,224,1099,16,16,
,0,ground,240,1099,16,16,
,0,ground,240,1099,16,16,
,0,ground,256,1099,16,16,
,0,ground,272,1099,16,16,
,0,ground,288,1099,16,16,
,0,ground,304,1099,16,16,
,0,ground,320,1099,16,16,
,0,ground,336,1099,16,16,
,0,ground,352,1099,16,16,
,0,ground,368,1099,16,16,
,0,ground,384,1099,16,16,
,0,ground,400,1099,16,16,
,0,ground,416,1099,16,16,
,0,ground,432,1099,16,16,
,0,ground,448,1099,16,16,
,0,ground,464,1099,16,16,
,0,ground,480,1099,16,16,
,0,ground,496,1099,16,16,
,0,ground,512,1099,16,16,
,0,ground,528,1099,16,16,
,0,ground,544,1099,16,16,
,0,ground,560,1099,16,16,
,0,ground,560,1099,16,16,
,0,ground,576,1099,16,16,
,0,ground,592,1099,16,16,
,0,ground,608,1099,16,16,
,0,ground,624,1099,16,16,
,0,ground,640,1099,16,16,
,0,ground,656,1099,16,16,
,0,ground,672,1099,16,16,
,0,ground,688,1099,16,16,
,0,ground,704,1099,16,16,
,0,ground,720,1099,16,16,
,0,ground,736,1099,16,16,
,0,ground,752,1099,16,16,
,0,ground,768,1099,16,16,
,0,ground,784,1099,16,16,
,0,ground,800,1099,16,16,
,0,ground,816,1099,16,16,
,0,ground,832,1099,16,16,
,0,ground,848,1099,16,16,
,0,ground,864,1099,16,16,
,0,ground,880,1099,16,16,
,0,ground,896,1099,16,16,
,0,ground,912,1099,16,16,
,0,ground,928,1099,16,16,
,0,ground,944,1099,16,16,
,0,ground,960,1099,16,16,
,0,ground,976,1099,16,16,
,0,ground,992,1099,16,16,
,0,ground,1008,1099,16,16,
,0,ground,1024,1099,16,16,
,0,ground,1040,1099,16,16,
,0,ground,1056,1099,16,16,
,0,ground,1072,1099,16,16,
,0,ground,1088,1099,16,16,
,0,ground,1104,1099,16,16,
,0,ground,1120,1099,16,16,
,0,ground,1136,1099,16,16,
,0,ground,1152,1099,16,16,
,0,ground,1168,1099,16,16,
,0,ground,1184,1099,16,16,
,0,ground,1200,1099,16,16,
,0,ground,1216,1099,16,16,
,0,ground,1232,1099,16,16,
,0,ground,1248,1099,16,16,
,0,ground,1264,1099,16,16,
,0,ground,1280,1099,16,16,
,0,ground,1296,1099,16,16,
,0,ground,1312,1099,16,16,
,0,ground,1328,1099,16,16,
,0,ground,1344,1099,16,16,
,0,ground,1360,1099,16,16,
,0,ground,1376,1099,16,16,
